Date-Time,Value,Unit,Commodity
2004-11-01,93.75851034,,
2004-10-01,93.41514847,,
2004-09-01,97.72690527,,
2004-08-01,104.0931375,,
2004-07-01,104.4944888,,
2004-06-01,123.278751,,
2004-05-01,129.2852157,,
2004-04-01,133.4394997,,
2004-03-01,128.4601949,,
2004-02-01,122.9324291,,
2004-01-01,116.2455883,,
2003-12-01,111.9922096,,
2003-11-01,108.1004849,,
2003-10-01,104.2059516,,
2003-09-01,103.2384553,,
2003-08-01,100.3495782,,
2003-07-01,97.67066497,,
2003-06-01,107.0253026,,
2003-05-01,107.9064007,,
2003-04-01,105.3380934,,
2003-03-01,105.1318789,,
2003-02-01,106.14108,,
2003-01-01,105.8442561,,
2002-12-01,107.0126485,,
2002-11-01,108.6464294,,
2002-10-01,109.6468099,,
2002-09-01,113.9414542,,
2002-08-01,109.8910018,,
2002-07-01,99.70000268,,
2002-06-01,93.16980013,,
2002-05-01,90.33130502,,
2002-04-01,87.10664777,,
2002-03-01,89.85794911,,
2002-02-01,90.72819384,,
2002-01-01,91.96696059,,
2001-12-01,92.31151517,,
2001-11-01,89.88255424,,
2001-10-01,86.26773913,,
2001-09-01,89.74398849,,
2001-08-01,92.87903164,,
2001-07-01,90.75466954,,
2001-06-01,83.16066599,,
2001-05-01,85.07752309,,
2001-04-01,87.54506652,,
2001-03-01,91.01215357,,
2001-02-01,92.37751482,,
2001-01-01,94.29723327,,
2000-12-01,96.22420376,,
2000-11-01,88.93710783,,
2000-10-01,84.7072744,,
2000-09-01,80.15057627,,
2000-08-01,75.24053114,,
2000-07-01,75.05737521,,
2000-06-01,84.0395145,,
2000-05-01,95.53055089,,
2000-04-01,95.53937295,,
2000-03-01,95.16935111,,
2000-02-01,95.08161904,,
2000-01-01,92.95327496,,
1999-12-01,87.22283768,,
1999-11-01,85.40934063,,
1999-10-01,85.65047121,,
1999-09-01,87.12092088,,
1999-08-01,86.38191473,,
1999-07-01,83.59840304,,
1999-06-01,92.94701183,,
1999-05-01,92.71706567,,
1999-04-01,94.03847853,,
1999-03-01,96.42645008,,
1999-02-01,94.56400472,,
1999-01-01,97.45187378,,
1998-12-01,95.32476044,,
1998-11-01,97.38452911,,
1998-10-01,95.49475861,,
1998-09-01,85.71444702,,
1998-08-01,88.3582077,,
1998-07-01,100.90448,,
1998-06-01,101.7516937,,
1998-05-01,105.9669266,,
1998-04-01,106.6878586,,
1998-03-01,113.8404388,,
1998-02-01,113.6187363,,
1998-01-01,114.3672562,,
1997-12-01,113.6043625,,
1997-11-01,117.4047623,,
1997-10-01,120.2442169,,
1997-09-01,112.236908,,
1997-08-01,111.9510193,,
1997-07-01,106.420723,,
1997-06-01,112.5813751,,
1997-05-01,118.6108093,,
1997-04-01,124.7128754,,
1997-03-01,127.8605804,,
1997-02-01,121.7462006,,
1997-01-01,118.6951675,,
1996-12-01,116.8350143,,
1996-11-01,117.1368408,,
1996-10-01,128.6087952,,
1996-09-01,145.2391815,,
1996-08-01,186.8200684,,
1996-07-01,197.6199951,,
1996-06-01,196.6393127,,
1996-05-01,203.9989319,,
1996-04-01,189.0330353,,
1996-03-01,170.9611511,,
1996-02-01,164.7122345,,
1996-01-01,156.6707306,,
1995-12-01,148.1885223,,
1995-11-01,143.2122345,,
1995-10-01,140.8163605,,
1995-09-01,130.5130157,,
1995-08-01,126.297081,,
1995-07-01,127.3095627,,
1995-06-01,120.0074387,,
1995-05-01,111.9275818,,
1995-04-01,109.6404877,,
1995-03-01,109.6270676,,
1995-02-01,106.9776611,,
1995-01-01,106.8987732,,
1994-12-01,102.5552368,,
1994-11-01,95.60571289,,
1994-10-01,96.11000061,,
1994-09-01,97.60505676,,
1994-08-01,96.15687561,,
1994-07-01,98.73155212,,
1994-06-01,112.0830994,,
1994-05-01,110.6012573,,
1994-04-01,113.4167328,,
1994-03-01,120.1072922,,
1994-02-01,123.6490097,,
1994-01-01,126.7164536,,
1993-12-01,121.2294998,,
1993-11-01,115.9284592,,
1993-10-01,105.7676315,,
1993-09-01,101.0316772,,
1993-08-01,100.3128967,,
1993-07-01,101.8886871,,
1993-06-01,92.72621155,,
1993-05-01,99.22267151,,
1993-04-01,100.4873734,,
1993-03-01,97.53518677,,
1993-02-01,94.2540741,,
1993-01-01,94.09521484,,
1992-12-01,94.04341888,,
1992-11-01,95.17266083,,
1992-10-01,94.55976868,,
1992-09-01,98.2166748,,
1992-08-01,97.53993225,,
1992-07-01,102.3940582,,
1992-06-01,110.2019272,,
1992-05-01,109.1779099,,
1992-04-01,109.0551376,,
1992-03-01,116.6845932,,
1992-02-01,113.921257,,
1992-01-01,109.5863571,,
1991-12-01,106.7206802,,
1991-11-01,106.7978668,,
1991-10-01,109.5233231,,
1991-09-01,108.8531265,,
1991-08-01,110.1188126,,
1991-07-01,105.7298965,,
1991-06-01,105.1131363,,
1991-05-01,105.7351608,,
1991-04-01,110.2310104,,
1991-03-01,109.0499573,,
1991-02-01,106.2941666,,
1991-01-01,105.506813,,
1990-12-01,102.3573608,,
1990-11-01,99.99526978,,
1990-10-01,99.99526978,,
1990-09-01,102.3573608,,
1990-08-01,109.8373184,,
1990-07-01,114.9551926,,
1990-06-01,120.0730667,,
1990-05-01,121.254097,,
1990-04-01,118.4983368,,
1990-03-01,109.8373184,,
1990-02-01,106.2941666,,
1990-01-01,105.9005127,,
2024-01-01,22.47478261,Cents per Pound,Sugar
2023-12-01,22.14571429,Cents per Pound,Sugar
2023-11-01,27.30954545,Cents per Pound,Sugar
2023-10-01,26.90363636,Cents per Pound,Sugar
2023-09-01,26.56380952,Cents per Pound,Sugar
2023-08-01,24.19304348,Cents per Pound,Sugar
2023-07-01,24.00809524,Cents per Pound,Sugar
2023-06-01,24.76227273,Cents per Pound,Sugar
2023-05-01,25.72956522,Cents per Pound,Sugar
2023-04-01,24.582,Cents per Pound,Sugar
2023-03-01,20.96173913,Cents per Pound,Sugar
2023-02-01,21.4035,Cents per Pound,Sugar
2023-01-01,19.94318182,Cents per Pound,Sugar
2022-12-01,20.065,Cents per Pound,Sugar
2022-11-01,19.40590909,Cents per Pound,Sugar
2022-10-01,18.30095238,Cents per Pound,Sugar
2022-09-01,18.18590909,Cents per Pound,Sugar
2022-08-01,18.0626087,Cents per Pound,Sugar
2022-07-01,18.34,Cents per Pound,Sugar
2022-06-01,18.79409091,Cents per Pound,Sugar
2022-05-01,19.28090909,Cents per Pound,Sugar
2022-04-01,19.69904762,Cents per Pound,Sugar
2022-03-01,19.10782609,Cents per Pound,Sugar
2022-02-01,18.20315789,Cents per Pound,Sugar
2022-01-01,18.461,Cents per Pound,Sugar
2021-12-01,19.16727273,Cents per Pound,Sugar
2021-11-01,19.74619048,Cents per Pound,Sugar
2021-10-01,19.61904762,Cents per Pound,Sugar
2021-09-01,19.26428571,Cents per Pound,Sugar
2021-08-01,19.38363636,Cents per Pound,Sugar
2021-07-01,17.7147619,Cents per Pound,Sugar
2021-06-01,17.21409091,Cents per Pound,Sugar
2021-05-01,17.20333333,Cents per Pound,Sugar
2021-04-01,16.23761905,Cents per Pound,Sugar
2021-03-01,15.80565217,Cents per Pound,Sugar
2021-02-01,17.00052632,Cents per Pound,Sugar
2021-01-01,15.91631579,Cents per Pound,Sugar
2020-12-01,14.66772727,Cents per Pound,Sugar
2020-11-01,14.9335,Cents per Pound,Sugar
2020-10-01,14.28772727,Cents per Pound,Sugar
2020-09-01,12.44142857,Cents per Pound,Sugar
2020-08-01,12.81428571,Cents per Pound,Sugar
2020-07-01,11.90181818,Cents per Pound,Sugar
2020-06-01,11.82818182,Cents per Pound,Sugar
2020-05-01,10.641,Cents per Pound,Sugar
2020-04-01,10.05190476,Cents per Pound,Sugar
2020-03-01,11.805,Cents per Pound,Sugar
2020-02-01,15.07105263,Cents per Pound,Sugar
2020-01-01,14.16666667,Cents per Pound,Sugar
2019-12-01,13.3352381,Cents per Pound,Sugar
2019-11-01,12.687,Cents per Pound,Sugar
2019-10-01,12.4573913,Cents per Pound,Sugar
2019-09-01,11.158,Cents per Pound,Sugar
2019-08-01,11.55545455,Cents per Pound,Sugar
2019-07-01,12.12863636,Cents per Pound,Sugar
2019-06-01,12.4395,Cents per Pound,Sugar
2019-05-01,11.825,Cents per Pound,Sugar
2019-04-01,12.53571429,Cents per Pound,Sugar
2019-03-01,12.47380952,Cents per Pound,Sugar
2019-02-01,12.92894737,Cents per Pound,Sugar
2019-01-01,12.68095238,Cents per Pound,Sugar
2018-12-01,12.5535,Cents per Pound,Sugar
2018-11-01,12.79238095,Cents per Pound,Sugar
2018-10-01,13.18478261,Cents per Pound,Sugar
2018-09-01,10.78368421,Cents per Pound,Sugar
2018-08-01,10.45521739,Cents per Pound,Sugar
2018-07-01,11.1552381,Cents per Pound,Sugar
2018-06-01,12.06190476,Cents per Pound,Sugar
2018-05-01,11.82727273,Cents per Pound,Sugar
2018-04-01,11.82428571,Cents per Pound,Sugar
2018-03-01,12.82571429,Cents per Pound,Sugar
2018-02-01,13.57263158,Cents per Pound,Sugar
2018-01-01,13.97952381,Cents per Pound,Sugar
2017-12-01,14.4325,Cents per Pound,Sugar
2017-11-01,14.96666667,Cents per Pound,Sugar
2017-10-01,14.23181818,Cents per Pound,Sugar
2017-09-01,13.931,Cents per Pound,Sugar
2017-08-01,13.79608696,Cents per Pound,Sugar
2017-07-01,14.119,Cents per Pound,Sugar
2017-06-01,13.53,Cents per Pound,Sugar
2017-05-01,15.68909091,Cents per Pound,Sugar
2017-04-01,16.31684211,Cents per Pound,Sugar
2017-03-01,18.05956522,Cents per Pound,Sugar
2017-02-01,20.40578947,Cents per Pound,Sugar
2017-01-01,20.5375,Cents per Pound,Sugar
2016-12-01,18.83,Cents per Pound,Sugar
2016-11-01,20.86857143,Cents per Pound,Sugar
2016-10-01,22.91666667,Cents per Pound,Sugar
2016-09-01,21.35238095,Cents per Pound,Sugar
2016-08-01,20.01434783,Cents per Pound,Sugar
2016-07-01,19.687,Cents per Pound,Sugar
2016-06-01,19.33727273,Cents per Pound,Sugar
2016-05-01,16.68428571,Cents per Pound,Sugar
2016-04-01,14.99809524,Cents per Pound,Sugar
2016-03-01,15.43045455,Cents per Pound,Sugar
2016-02-01,13.314,Cents per Pound,Sugar
2016-01-01,14.29105263,Cents per Pound,Sugar
2015-12-01,14.76272727,Cents per Pound,Sugar
2015-11-01,14.843,Cents per Pound,Sugar
2015-10-01,14.14181818,Cents per Pound,Sugar
2015-09-01,12.13714286,Cents per Pound,Sugar
2015-08-01,10.6747619,Cents per Pound,Sugar
2015-07-01,11.87863636,Cents per Pound,Sugar
2015-06-01,12.11363636,Cents per Pound,Sugar
2015-05-01,12.7035,Cents per Pound,Sugar
2015-04-01,12.91095238,Cents per Pound,Sugar
2015-03-01,12.84090909,Cents per Pound,Sugar
2015-02-01,14.51210526,Cents per Pound,Sugar
2015-01-01,15.0625,Cents per Pound,Sugar
2014-12-01,14.99227273,Cents per Pound,Sugar
2014-11-01,15.87894737,Cents per Pound,Sugar
2014-10-01,16.47565217,Cents per Pound,Sugar
2014-09-01,16.54428571,Cents per Pound,Sugar
2014-08-01,17.7247619,Cents per Pound,Sugar
2014-07-01,18.73045455,Cents per Pound,Sugar
2014-06-01,18.24190476,Cents per Pound,Sugar
2014-05-01,18.24047619,Cents per Pound,Sugar
2014-04-01,18.2147619,Cents per Pound,Sugar
2014-03-01,17.88809524,Cents per Pound,Sugar
2014-02-01,16.88526316,Cents per Pound,Sugar
2014-01-01,15.70761905,Cents per Pound,Sugar
2013-12-01,16.5447619,Cents per Pound,Sugar
2013-11-01,17.7485,Cents per Pound,Sugar
2013-10-01,18.8126087,Cents per Pound,Sugar
2013-09-01,17.619,Cents per Pound,Sugar
2013-08-01,17.24409091,Cents per Pound,Sugar
2013-07-01,17.09636364,Cents per Pound,Sugar
2013-06-01,16.956,Cents per Pound,Sugar
2013-05-01,17.42636364,Cents per Pound,Sugar
2013-04-01,17.66227273,Cents per Pound,Sugar
2013-03-01,18.339,Cents per Pound,Sugar
2013-02-01,18.20789474,Cents per Pound,Sugar
2013-01-01,18.84571429,Cents per Pound,Sugar
2012-12-01,19.202,Cents per Pound,Sugar
2012-11-01,19.31333333,Cents per Pound,Sugar
2012-10-01,20.38869565,Cents per Pound,Sugar
2012-09-01,20.20631579,Cents per Pound,Sugar
2012-08-01,20.56130435,Cents per Pound,Sugar
2012-07-01,22.75714286,Cents per Pound,Sugar
2012-06-01,20.09809524,Cents per Pound,Sugar
2012-05-01,20.26545455,Cents per Pound,Sugar
2012-04-01,22.477,Cents per Pound,Sugar
2012-03-01,23.78818182,Cents per Pound,Sugar
2012-02-01,23.416,Cents per Pound,Sugar
2012-01-01,24.0205,Cents per Pound,Sugar
2011-12-01,23.4152381,Cents per Pound,Sugar
2011-11-01,24.51761905,Cents per Pound,Sugar
2011-10-01,26.29857143,Cents per Pound,Sugar
2011-09-01,26.63857143,Cents per Pound,Sugar
2011-08-01,28.87434783,Cents per Pound,Sugar
2011-07-01,29.471,Cents per Pound,Sugar
2011-06-01,24.92454545,Cents per Pound,Sugar
2011-05-01,21.84095238,Cents per Pound,Sugar
2011-04-01,23.903,Cents per Pound,Sugar
2011-03-01,25.9,Cents per Pound,Sugar
2011-02-01,29.30631579,Cents per Pound,Sugar
2011-01-01,29.73684211,Cents per Pound,Sugar
2010-12-01,28.04090909,Cents per Pound,Sugar
2010-11-01,26.42047619,Cents per Pound,Sugar
2010-10-01,26.94380952,Cents per Pound,Sugar
2010-09-01,22.66952381,Cents per Pound,Sugar
2010-08-01,18.60363636,Cents per Pound,Sugar
2010-07-01,17.69,Cents per Pound,Sugar
2010-06-01,16.3,Cents per Pound,Sugar
2010-05-01,15.105,Cents per Pound,Sugar
2010-04-01,16.88571429,Cents per Pound,Sugar
2010-03-01,18.14782609,Cents per Pound,Sugar
2010-02-01,21.97894737,Cents per Pound,Sugar
2010-01-01,21.90526316,Cents per Pound,Sugar
2009-12-01,24.90272727,Cents per Pound,Sugar
2009-11-01,22.769,Cents per Pound,Sugar
2009-10-01,23.16090909,Cents per Pound,Sugar
2009-09-01,23.45142857,Cents per Pound,Sugar
2009-08-01,21.72,Cents per Pound,Sugar
2009-07-01,17.80454545,Cents per Pound,Sugar
2009-06-01,16.57590909,Cents per Pound,Sugar
2009-05-01,15.466,Cents per Pound,Sugar
2009-04-01,13.46952381,Cents per Pound,Sugar
2009-03-01,12.92818182,Cents per Pound,Sugar
2009-02-01,13.31210526,Cents per Pound,Sugar
2009-01-01,12.244,Cents per Pound,Sugar
2008-12-01,11.32,Cents per Pound,Sugar
2008-11-01,11.82842105,Cents per Pound,Sugar
2008-10-01,11.70217391,Cents per Pound,Sugar
2008-09-01,14.02047619,Cents per Pound,Sugar
2008-08-01,13.68142857,Cents per Pound,Sugar
2008-07-01,13.20772727,Cents per Pound,Sugar
2008-06-01,12.0652381,Cents per Pound,Sugar
2008-05-01,10.9347619,Cents per Pound,Sugar
2008-04-01,12.52272727,Cents per Pound,Sugar
2008-03-01,12.8765,Cents per Pound,Sugar
2008-02-01,13.6075,Cents per Pound,Sugar
2008-01-01,11.65952381,Cents per Pound,Sugar
2007-12-01,10.44631579,Cents per Pound,Sugar
2007-11-01,9.896,Cents per Pound,Sugar
2007-10-01,9.994782609,Cents per Pound,Sugar
2007-09-01,9.851052632,Cents per Pound,Sugar
2007-08-01,9.613043478,Cents per Pound,Sugar
2007-07-01,9.895714286,Cents per Pound,Sugar
2007-06-01,9.26047619,Cents per Pound,Sugar
2007-05-01,9.086363636,Cents per Pound,Sugar
2007-04-01,9.594,Cents per Pound,Sugar
2007-03-01,10.36681818,Cents per Pound,Sugar
2007-02-01,10.57157895,Cents per Pound,Sugar
2007-01-01,10.9035,Cents per Pound,Sugar
2006-12-01,11.6965,Cents per Pound,Sugar
2006-11-01,11.732,Cents per Pound,Sugar
2006-10-01,11.50909091,Cents per Pound,Sugar
2006-09-01,12.3135,Cents per Pound,Sugar
2006-08-01,12.97956522,Cents per Pound,Sugar
2006-07-01,15.857,Cents per Pound,Sugar
2006-06-01,15.68909091,Cents per Pound,Sugar
2006-05-01,16.90045455,Cents per Pound,Sugar
2006-04-01,17.46263158,Cents per Pound,Sugar
2006-03-01,17.08217391,Cents per Pound,Sugar
2006-02-01,18.05263158,Cents per Pound,Sugar
2006-01-01,16.187,Cents per Pound,Sugar
2005-12-01,13.92714286,Cents per Pound,Sugar
2005-11-01,11.808,Cents per Pound,Sugar
2005-10-01,11.61285714,Cents per Pound,Sugar
2005-09-01,10.81047619,Cents per Pound,Sugar
2005-08-01,9.875217391,Cents per Pound,Sugar
2005-07-01,9.5975,Cents per Pound,Sugar
2005-06-01,9.033181818,Cents per Pound,Sugar
2005-05-01,8.511428571,Cents per Pound,Sugar
2005-04-01,8.525714286,Cents per Pound,Sugar
2005-03-01,8.895,Cents per Pound,Sugar
2005-02-01,9.323684211,Cents per Pound,Sugar
2005-01-01,8.922,Cents per Pound,Sugar
2004-12-01,8.795238095,Cents per Pound,Sugar
2004-11-01,8.666,Cents per Pound,Sugar
2004-10-01,8.963809524,Cents per Pound,Sugar
2004-09-01,8.674285714,Cents per Pound,Sugar
2004-08-01,7.879090909,Cents per Pound,Sugar
2004-07-01,8.165714286,Cents per Pound,Sugar
2004-06-01,7.514285714,Cents per Pound,Sugar
2004-05-01,6.6225,Cents per Pound,Sugar
2004-04-01,6.86047619,Cents per Pound,Sugar
2004-03-01,6.496086957,Cents per Pound,Sugar
2004-02-01,5.873157895,Cents per Pound,Sugar
2004-01-01,6.030526316,Cents per Pound,Sugar
2003-12-01,6.343809524,Cents per Pound,Sugar
2003-11-01,6.191111111,Cents per Pound,Sugar
2003-10-01,6.09826087,Cents per Pound,Sugar
2003-09-01,6.271428571,Cents per Pound,Sugar
2003-08-01,6.709047619,Cents per Pound,Sugar
2003-07-01,6.732272727,Cents per Pound,Sugar
2003-06-01,6.404761905,Cents per Pound,Sugar
2003-05-01,7.013809524,Cents per Pound,Sugar
2003-04-01,7.261904762,Cents per Pound,Sugar
2003-03-01,7.843333333,Cents per Pound,Sugar
2003-02-01,8.348333333,Cents per Pound,Sugar
2003-01-01,7.89047619,Cents per Pound,Sugar
2002-12-01,7.508,Cents per Pound,Sugar
2002-11-01,7.296842105,Cents per Pound,Sugar
2002-10-01,7.02,Cents per Pound,Sugar
2002-09-01,6.4095,Cents per Pound,Sugar
2002-08-01,5.856818182,Cents per Pound,Sugar
2002-07-01,5.794761905,Cents per Pound,Sugar
2002-06-01,5.246,Cents per Pound,Sugar
2002-05-01,5.611818182,Cents per Pound,Sugar
2002-04-01,5.178181818,Cents per Pound,Sugar
2002-03-01,5.9245,Cents per Pound,Sugar
2002-02-01,5.683157895,Cents per Pound,Sugar
2002-01-01,7.313809524,Cents per Pound,Sugar
2001-12-01,7.41,Cents per Pound,Sugar
2001-11-01,7.278,Cents per Pound,Sugar
2001-10-01,6.596086957,Cents per Pound,Sugar
2001-09-01,7.160666667,Cents per Pound,Sugar
2001-08-01,7.904347826,Cents per Pound,Sugar
2001-07-01,8.536190476,Cents per Pound,Sugar
2001-06-01,8.742857143,Cents per Pound,Sugar
2001-05-01,8.959545455,Cents per Pound,Sugar
2001-04-01,8.052105263,Cents per Pound,Sugar
2001-03-01,8.716818182,Cents per Pound,Sugar
2001-02-01,9.3625,Cents per Pound,Sugar
2001-01-01,10.05952381,Cents per Pound,Sugar
2000-12-01,9.7175,Cents per Pound,Sugar
2000-11-01,9.5135,Cents per Pound,Sugar
2000-10-01,10.41318182,Cents per Pound,Sugar
2000-09-01,9.8575,Cents per Pound,Sugar
2000-08-01,10.59782609,Cents per Pound,Sugar
2000-07-01,9.64047619,Cents per Pound,Sugar
2000-06-01,8.334545455,Cents per Pound,Sugar
2000-05-01,6.780869565,Cents per Pound,Sugar
2000-04-01,6.011,Cents per Pound,Sugar
2000-03-01,5.1112,Cents per Pound,Sugar
2000-02-01,5.351,Cents per Pound,Sugar
2000-01-01,5.6295,Cents per Pound,Sugar
1999-12-01,5.982,Cents per Pound,Sugar
1999-11-01,6.505,Cents per Pound,Sugar
1999-10-01,6.754285714,Cents per Pound,Sugar
1999-09-01,6.674545455,Cents per Pound,Sugar
1999-08-01,5.723478261,Cents per Pound,Sugar
1999-07-01,5.378181818,Cents per Pound,Sugar
1999-06-01,6.038636364,Cents per Pound,Sugar
1999-05-01,5.7485,Cents per Pound,Sugar
1999-04-01,5.421904762,Cents per Pound,Sugar
1999-03-01,6.025217391,Cents per Pound,Sugar
1999-02-01,6.8155,Cents per Pound,Sugar
1999-01-01,8.109000206,Cents per Pound,Sugar
1998-12-01,8.076818466,Cents per Pound,Sugar
1998-11-01,8.061429024,Cents per Pound,Sugar
1998-10-01,7.46272707,Cents per Pound,Sugar
1998-09-01,7.229090691,Cents per Pound,Sugar
1998-08-01,8.482380867,Cents per Pound,Sugar
1998-07-01,8.624761581,Cents per Pound,Sugar
1998-06-01,8.098636627,Cents per Pound,Sugar
1998-05-01,9.225500107,Cents per Pound,Sugar
1998-04-01,9.676817894,Cents per Pound,Sugar
1998-03-01,9.842272758,Cents per Pound,Sugar
1998-02-01,10.71949959,Cents per Pound,Sugar
1998-01-01,11.51850033,Cents per Pound,Sugar
1997-12-01,12.32666683,Cents per Pound,Sugar
1997-11-01,12.01200008,Cents per Pound,Sugar
1997-10-01,11.38227272,Cents per Pound,Sugar
1997-09-01,11.33136368,Cents per Pound,Sugar
1997-08-01,11.70142841,Cents per Pound,Sugar
1997-07-01,11.57217407,Cents per Pound,Sugar
1997-06-01,11.42904758,Cents per Pound,Sugar
1997-05-01,11.12818146,Cents per Pound,Sugar
1997-04-01,11.29909134,Cents per Pound,Sugar
1997-03-01,11.14099979,Cents per Pound,Sugar
1997-02-01,10.81299973,Cents per Pound,Sugar
1997-01-01,10.69190502,Cents per Pound,Sugar
1996-12-01,10.73799992,Cents per Pound,Sugar
1996-11-01,10.72476196,Cents per Pound,Sugar
1996-10-01,11.12391281,Cents per Pound,Sugar
1996-09-01,11.91571426,Cents per Pound,Sugar
1996-08-01,12.36636353,Cents per Pound,Sugar
1996-07-01,12.80695629,Cents per Pound,Sugar
1996-06-01,12.17399979,Cents per Pound,Sugar
1996-05-01,11.37772751,Cents per Pound,Sugar
1996-04-01,11.98380947,Cents per Pound,Sugar
1996-03-01,12.89904785,Cents per Pound,Sugar
1996-02-01,12.81857109,Cents per Pound,Sugar
1996-01-01,12.53363609,Cents per Pound,Sugar
1995-12-01,12.31000042,Cents per Pound,Sugar
1995-11-01,11.98409081,Cents per Pound,Sugar
1995-10-01,11.83727264,Cents per Pound,Sugar
1995-09-01,11.68999958,Cents per Pound,Sugar
1995-08-01,12.98086929,Cents per Pound,Sugar
1995-07-01,13.59238052,Cents per Pound,Sugar
1995-06-01,14.02045441,Cents per Pound,Sugar
1995-05-01,13.52227306,Cents per Pound,Sugar
1995-04-01,13.60526276,Cents per Pound,Sugar
1995-03-01,14.5934782,Cents per Pound,Sugar
1995-02-01,14.40750027,Cents per Pound,Sugar
1995-01-01,14.79500008,Cents per Pound,Sugar
1994-12-01,14.67476177,Cents per Pound,Sugar
1994-11-01,13.92590904,Cents per Pound,Sugar
1994-10-01,12.75809479,Cents per Pound,Sugar
1994-09-01,12.59409046,Cents per Pound,Sugar
1994-08-01,12.09478283,Cents per Pound,Sugar
1994-07-01,11.77428532,Cents per Pound,Sugar
1994-06-01,12.04818153,Cents per Pound,Sugar
1994-05-01,11.57999992,Cents per Pound,Sugar
1994-04-01,11.01350021,Cents per Pound,Sugar
1994-03-01,11.72913074,Cents per Pound,Sugar
1994-02-01,10.82250023,Cents per Pound,Sugar
1994-01-01,10.29904747,Cents per Pound,Sugar
1993-12-01,10.52260876,Cents per Pound,Sugar
1993-11-01,10.07409096,Cents per Pound,Sugar
1993-10-01,10.29476166,Cents per Pound,Sugar
1993-09-01,9.535908699,Cents per Pound,Sugar
1993-08-01,9.342272758,Cents per Pound,Sugar
1993-07-01,9.675000191,Cents per Pound,Sugar
1993-06-01,10.39863682,Cents per Pound,Sugar
1993-05-01,11.82800007,Cents per Pound,Sugar
1993-04-01,11.15380955,Cents per Pound,Sugar
1993-03-01,10.62478256,Cents per Pound,Sugar
1993-02-01,8.559499741,Cents per Pound,Sugar
1993-01-01,8.237999916,Cents per Pound,Sugar
1992-12-01,8.148636818,Cents per Pound,Sugar
1992-11-01,8.559524536,Cents per Pound,Sugar
1992-10-01,8.70545578,Cents per Pound,Sugar
1992-09-01,9.312274933,Cents per Pound,Sugar
1992-08-01,9.864761353,Cents per Pound,Sugar
1992-07-01,10.31217575,Cents per Pound,Sugar
1992-06-01,10.34772873,Cents per Pound,Sugar
1992-05-01,9.613334656,Cents per Pound,Sugar
1992-04-01,9.455715179,Cents per Pound,Sugar
1992-03-01,8.250453949,Cents per Pound,Sugar
1992-02-01,7.842999935,Cents per Pound,Sugar
1992-01-01,8.424091339,Cents per Pound,Sugar
1991-12-01,9.001903534,Cents per Pound,Sugar
1991-11-01,8.63299942,Cents per Pound,Sugar
1991-10-01,9.125881195,Cents per Pound,Sugar
1991-09-01,9.295501709,Cents per Pound,Sugar
1991-08-01,9.588298798,Cents per Pound,Sugar
1991-07-01,10.3219986,Cents per Pound,Sugar
1991-06-01,9.200000763,Cents per Pound,Sugar
1991-05-01,7.588099957,Cents per Pound,Sugar
1991-04-01,8.509998322,Cents per Pound,Sugar
1991-03-01,9.13999939,Cents per Pound,Sugar
1991-02-01,8.509998322,Cents per Pound,Sugar
1991-01-01,8.799999237,Cents per Pound,Sugar
1990-12-01,9.740001678,Cents per Pound,Sugar
1990-11-01,10.06000137,Cents per Pound,Sugar
1990-10-01,9.38999939,Cents per Pound,Sugar
1990-09-01,11.02000046,Cents per Pound,Sugar
1990-08-01,10.93000031,Cents per Pound,Sugar
1990-07-01,12,Cents per Pound,Sugar
1990-06-01,12.97000122,Cents per Pound,Sugar
1990-05-01,14.61999893,Cents per Pound,Sugar
1990-04-01,15.24000168,Cents per Pound,Sugar
1990-03-01,15.31000137,Cents per Pound,Sugar
1990-02-01,14.65000153,Cents per Pound,Sugar
1990-01-01,14.20000076,Cents per Pound,Sugar
