Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Sep-1976,1976,9,Million Pounds,34,Lamb and Mutton,Commercial,Red Meat
Aug-1976,1976,8,Million Pounds,30,Lamb and Mutton,Commercial,Red Meat
Jul-1976,1976,7,Million Pounds,28,Lamb and Mutton,Commercial,Red Meat
Jun-1976,1976,6,Million Pounds,27,Lamb and Mutton,Commercial,Red Meat
May-1976,1976,5,Million Pounds,23,Lamb and Mutton,Commercial,Red Meat
Apr-1976,1976,4,Million Pounds,32,Lamb and Mutton,Commercial,Red Meat
Mar-1976,1976,3,Million Pounds,33,Lamb and Mutton,Commercial,Red Meat
Feb-1976,1976,2,Million Pounds,29,Lamb and Mutton,Commercial,Red Meat
Jan-1976,1976,1,Million Pounds,33,Lamb and Mutton,Commercial,Red Meat
Dec-1975,1975,12,Million Pounds,32,Lamb and Mutton,Commercial,Red Meat
Nov-1975,1975,11,Million Pounds,28,Lamb and Mutton,Commercial,Red Meat
Oct-1975,1975,10,Million Pounds,38,Lamb and Mutton,Commercial,Red Meat
Sep-1975,1975,9,Million Pounds,40,Lamb and Mutton,Commercial,Red Meat
Aug-1975,1975,8,Million Pounds,32,Lamb and Mutton,Commercial,Red Meat
Jul-1975,1975,7,Million Pounds,32,Lamb and Mutton,Commercial,Red Meat
Jun-1975,1975,6,Million Pounds,31,Lamb and Mutton,Commercial,Red Meat
May-1975,1975,5,Million Pounds,31,Lamb and Mutton,Commercial,Red Meat
Apr-1975,1975,4,Million Pounds,34,Lamb and Mutton,Commercial,Red Meat
Mar-1975,1975,3,Million Pounds,35,Lamb and Mutton,Commercial,Red Meat
Feb-1975,1975,2,Million Pounds,31,Lamb and Mutton,Commercial,Red Meat
Jan-1975,1975,1,Million Pounds,36,Lamb and Mutton,Commercial,Red Meat
Dec-1974,1974,12,Million Pounds,32,Lamb and Mutton,Commercial,Red Meat
Nov-1974,1974,11,Million Pounds,32,Lamb and Mutton,Commercial,Red Meat
Oct-1974,1974,10,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Sep-1974,1974,9,Million Pounds,43,Lamb and Mutton,Commercial,Red Meat
Aug-1974,1974,8,Million Pounds,39,Lamb and Mutton,Commercial,Red Meat
Jul-1974,1974,7,Million Pounds,36,Lamb and Mutton,Commercial,Red Meat
Jun-1974,1974,6,Million Pounds,29,Lamb and Mutton,Commercial,Red Meat
May-1974,1974,5,Million Pounds,36,Lamb and Mutton,Commercial,Red Meat
Apr-1974,1974,4,Million Pounds,43,Lamb and Mutton,Commercial,Red Meat
Mar-1974,1974,3,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Feb-1974,1974,2,Million Pounds,34,Lamb and Mutton,Commercial,Red Meat
Jan-1974,1974,1,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Dec-1973,1973,12,Million Pounds,34,Lamb and Mutton,Commercial,Red Meat
Nov-1973,1973,11,Million Pounds,40,Lamb and Mutton,Commercial,Red Meat
Oct-1973,1973,10,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Sep-1973,1973,9,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Aug-1973,1973,8,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Jul-1973,1973,7,Million Pounds,43,Lamb and Mutton,Commercial,Red Meat
Jun-1973,1973,6,Million Pounds,39,Lamb and Mutton,Commercial,Red Meat
May-1973,1973,5,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
Apr-1973,1973,4,Million Pounds,39,Lamb and Mutton,Commercial,Red Meat
Mar-1973,1973,3,Million Pounds,40,Lamb and Mutton,Commercial,Red Meat
Feb-1973,1973,2,Million Pounds,39,Lamb and Mutton,Commercial,Red Meat
Jan-1973,1973,1,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Dec-1972,1972,12,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
Nov-1972,1972,11,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Oct-1972,1972,10,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Sep-1972,1972,9,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Aug-1972,1972,8,Million Pounds,43,Lamb and Mutton,Commercial,Red Meat
Jul-1972,1972,7,Million Pounds,37,Lamb and Mutton,Commercial,Red Meat
Jun-1972,1972,6,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
May-1972,1972,5,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Apr-1972,1972,4,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Mar-1972,1972,3,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Feb-1972,1972,2,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Jan-1972,1972,1,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Dec-1971,1971,12,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Nov-1971,1971,11,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Oct-1971,1971,10,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
Sep-1971,1971,9,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Aug-1971,1971,8,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Jul-1971,1971,7,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Jun-1971,1971,6,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
May-1971,1971,5,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Apr-1971,1971,4,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Mar-1971,1971,3,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Feb-1971,1971,2,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Jan-1971,1971,1,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Dec-1970,1970,12,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Nov-1970,1970,11,Million Pounds,39,Lamb and Mutton,Commercial,Red Meat
Oct-1970,1970,10,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
Sep-1970,1970,9,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Aug-1970,1970,8,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Jul-1970,1970,7,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Jun-1970,1970,6,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
May-1970,1970,5,Million Pounds,43,Lamb and Mutton,Commercial,Red Meat
Apr-1970,1970,4,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Mar-1970,1970,3,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Feb-1970,1970,2,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Jan-1970,1970,1,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Dec-1969,1969,12,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Nov-1969,1969,11,Million Pounds,40,Lamb and Mutton,Commercial,Red Meat
Oct-1969,1969,10,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Sep-1969,1969,9,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Aug-1969,1969,8,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Jul-1969,1969,7,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
Jun-1969,1969,6,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
May-1969,1969,5,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Apr-1969,1969,4,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Mar-1969,1969,3,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Feb-1969,1969,2,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
Jan-1969,1969,1,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Dec-1968,1968,12,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Nov-1968,1968,11,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Oct-1968,1968,10,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Sep-1968,1968,9,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Aug-1968,1968,8,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Jul-1968,1968,7,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Jun-1968,1968,6,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
May-1968,1968,5,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Apr-1968,1968,4,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Mar-1968,1968,3,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Feb-1968,1968,2,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
Jan-1968,1968,1,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Dec-1967,1967,12,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Nov-1967,1967,11,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Oct-1967,1967,10,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Sep-1967,1967,9,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Aug-1967,1967,8,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Jul-1967,1967,7,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
Jun-1967,1967,6,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
May-1967,1967,5,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Apr-1967,1967,4,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Mar-1967,1967,3,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Feb-1967,1967,2,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Jan-1967,1967,1,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Dec-1966,1966,12,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Nov-1966,1966,11,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Oct-1966,1966,10,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Sep-1966,1966,9,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Aug-1966,1966,8,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Jul-1966,1966,7,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Jun-1966,1966,6,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
May-1966,1966,5,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Apr-1966,1966,4,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Mar-1966,1966,3,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Feb-1966,1966,2,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Jan-1966,1966,1,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Dec-1965,1965,12,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Nov-1965,1965,11,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Oct-1965,1965,10,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Sep-1965,1965,9,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Aug-1965,1965,8,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Jul-1965,1965,7,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Jun-1965,1965,6,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
May-1965,1965,5,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Apr-1965,1965,4,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Mar-1965,1965,3,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Feb-1965,1965,2,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
Jan-1965,1965,1,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Dec-1964,1964,12,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Nov-1964,1964,11,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Oct-1964,1964,10,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Sep-1964,1964,9,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Aug-1964,1964,8,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
Jul-1964,1964,7,Million Pounds,58,Lamb and Mutton,Commercial,Red Meat
Jun-1964,1964,6,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
May-1964,1964,5,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Apr-1964,1964,4,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Mar-1964,1964,3,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Feb-1964,1964,2,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Jan-1964,1964,1,Million Pounds,71,Lamb and Mutton,Commercial,Red Meat
Dec-1963,1963,12,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Nov-1963,1963,11,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Oct-1963,1963,10,Million Pounds,76,Lamb and Mutton,Commercial,Red Meat
Sep-1963,1963,9,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Aug-1963,1963,8,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Jul-1963,1963,7,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Jun-1963,1963,6,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
May-1963,1963,5,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Apr-1963,1963,4,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Mar-1963,1963,3,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Feb-1963,1963,2,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Jan-1963,1963,1,Million Pounds,73,Lamb and Mutton,Commercial,Red Meat
Dec-1962,1962,12,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Nov-1962,1962,11,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Oct-1962,1962,10,Million Pounds,77,Lamb and Mutton,Commercial,Red Meat
Sep-1962,1962,9,Million Pounds,67,Lamb and Mutton,Commercial,Red Meat
Aug-1962,1962,8,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Jul-1962,1962,7,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Jun-1962,1962,6,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
May-1962,1962,5,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Apr-1962,1962,4,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Mar-1962,1962,3,Million Pounds,68,Lamb and Mutton,Commercial,Red Meat
Feb-1962,1962,2,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Jan-1962,1962,1,Million Pounds,77,Lamb and Mutton,Commercial,Red Meat
Dec-1961,1961,12,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Nov-1961,1961,11,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Oct-1961,1961,10,Million Pounds,73,Lamb and Mutton,Commercial,Red Meat
Sep-1961,1961,9,Million Pounds,67,Lamb and Mutton,Commercial,Red Meat
Aug-1961,1961,8,Million Pounds,68,Lamb and Mutton,Commercial,Red Meat
Jul-1961,1961,7,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Jun-1961,1961,6,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
May-1961,1961,5,Million Pounds,75,Lamb and Mutton,Commercial,Red Meat
Apr-1961,1961,4,Million Pounds,71,Lamb and Mutton,Commercial,Red Meat
Mar-1961,1961,3,Million Pounds,75,Lamb and Mutton,Commercial,Red Meat
Feb-1961,1961,2,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Jan-1961,1961,1,Million Pounds,73,Lamb and Mutton,Commercial,Red Meat
Dec-1960,1960,12,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Nov-1960,1960,11,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Oct-1960,1960,10,Million Pounds,70,Lamb and Mutton,Commercial,Red Meat
Sep-1960,1960,9,Million Pounds,68,Lamb and Mutton,Commercial,Red Meat
Aug-1960,1960,8,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Jul-1960,1960,7,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Jun-1960,1960,6,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
May-1960,1960,5,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Apr-1960,1960,4,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Mar-1960,1960,3,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Feb-1960,1960,2,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Jan-1960,1960,1,Million Pounds,68,Lamb and Mutton,Commercial,Red Meat
Dec-1959,1959,12,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Nov-1959,1959,11,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Oct-1959,1959,10,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Sep-1959,1959,9,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Aug-1959,1959,8,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Jul-1959,1959,7,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Jun-1959,1959,6,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
May-1959,1959,5,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Apr-1959,1959,4,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Mar-1959,1959,3,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Feb-1959,1959,2,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Jan-1959,1959,1,Million Pounds,74,Lamb and Mutton,Commercial,Red Meat
Dec-1958,1958,12,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Nov-1958,1958,11,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
Oct-1958,1958,10,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Sep-1958,1958,9,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Aug-1958,1958,8,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Jul-1958,1958,7,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
Jun-1958,1958,6,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
May-1958,1958,5,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Apr-1958,1958,4,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Mar-1958,1958,3,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Feb-1958,1958,2,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
Jan-1958,1958,1,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Dec-1957,1957,12,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Nov-1957,1957,11,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Oct-1957,1957,10,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Sep-1957,1957,9,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Aug-1957,1957,8,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Jul-1957,1957,7,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Jun-1957,1957,6,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
May-1957,1957,5,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Apr-1957,1957,4,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Mar-1957,1957,3,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Feb-1957,1957,2,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Jan-1957,1957,1,Million Pounds,72,Lamb and Mutton,Commercial,Red Meat
Dec-1956,1956,12,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Nov-1956,1956,11,Million Pounds,58,Lamb and Mutton,Commercial,Red Meat
Oct-1956,1956,10,Million Pounds,71,Lamb and Mutton,Commercial,Red Meat
Sep-1956,1956,9,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Aug-1956,1956,8,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Jul-1956,1956,7,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Jun-1956,1956,6,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
May-1956,1956,5,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Apr-1956,1956,4,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Mar-1956,1956,3,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Feb-1956,1956,2,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Jan-1956,1956,1,Million Pounds,71,Lamb and Mutton,Commercial,Red Meat
Dec-1955,1955,12,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Nov-1955,1955,11,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Oct-1955,1955,10,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Sep-1955,1955,9,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Aug-1955,1955,8,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Jul-1955,1955,7,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
Jun-1955,1955,6,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
May-1955,1955,5,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Apr-1955,1955,4,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Mar-1955,1955,3,Million Pounds,68,Lamb and Mutton,Commercial,Red Meat
Feb-1955,1955,2,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Jan-1955,1955,1,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Dec-1954,1954,12,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Nov-1954,1954,11,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Oct-1954,1954,10,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Sep-1954,1954,9,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Aug-1954,1954,8,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Jul-1954,1954,7,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Jun-1954,1954,6,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
May-1954,1954,5,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Apr-1954,1954,4,Million Pounds,58,Lamb and Mutton,Commercial,Red Meat
Mar-1954,1954,3,Million Pounds,61,Lamb and Mutton,Commercial,Red Meat
Feb-1954,1954,2,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Jan-1954,1954,1,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Dec-1953,1953,12,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Nov-1953,1953,11,Million Pounds,58,Lamb and Mutton,Commercial,Red Meat
Oct-1953,1953,10,Million Pounds,73,Lamb and Mutton,Commercial,Red Meat
Sep-1953,1953,9,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Aug-1953,1953,8,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Jul-1953,1953,7,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Jun-1953,1953,6,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
May-1953,1953,5,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Apr-1953,1953,4,Million Pounds,58,Lamb and Mutton,Commercial,Red Meat
Mar-1953,1953,3,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Feb-1953,1953,2,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Jan-1953,1953,1,Million Pounds,67,Lamb and Mutton,Commercial,Red Meat
Dec-1952,1952,12,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Nov-1952,1952,11,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Oct-1952,1952,10,Million Pounds,68,Lamb and Mutton,Commercial,Red Meat
Sep-1952,1952,9,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Aug-1952,1952,8,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Jul-1952,1952,7,Million Pounds,43,Lamb and Mutton,Commercial,Red Meat
Jun-1952,1952,6,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
May-1952,1952,5,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Apr-1952,1952,4,Million Pounds,50,Lamb and Mutton,Commercial,Red Meat
Mar-1952,1952,3,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Feb-1952,1952,2,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Jan-1952,1952,1,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Dec-1951,1951,12,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Nov-1951,1951,11,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Oct-1951,1951,10,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
Sep-1951,1951,9,Million Pounds,41,Lamb and Mutton,Commercial,Red Meat
Aug-1951,1951,8,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Jul-1951,1951,7,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
Jun-1951,1951,6,Million Pounds,39,Lamb and Mutton,Commercial,Red Meat
May-1951,1951,5,Million Pounds,34,Lamb and Mutton,Commercial,Red Meat
Apr-1951,1951,4,Million Pounds,36,Lamb and Mutton,Commercial,Red Meat
Mar-1951,1951,3,Million Pounds,39,Lamb and Mutton,Commercial,Red Meat
Feb-1951,1951,2,Million Pounds,38,Lamb and Mutton,Commercial,Red Meat
Jan-1951,1951,1,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Dec-1950,1950,12,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Nov-1950,1950,11,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Oct-1950,1950,10,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Sep-1950,1950,9,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Aug-1950,1950,8,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Jul-1950,1950,7,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Jun-1950,1950,6,Million Pounds,48,Lamb and Mutton,Commercial,Red Meat
May-1950,1950,5,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Apr-1950,1950,4,Million Pounds,44,Lamb and Mutton,Commercial,Red Meat
Mar-1950,1950,3,Million Pounds,49,Lamb and Mutton,Commercial,Red Meat
Feb-1950,1950,2,Million Pounds,46,Lamb and Mutton,Commercial,Red Meat
Jan-1950,1950,1,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Dec-1949,1949,12,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
Nov-1949,1949,11,Million Pounds,52,Lamb and Mutton,Commercial,Red Meat
Oct-1949,1949,10,Million Pounds,56,Lamb and Mutton,Commercial,Red Meat
Sep-1949,1949,9,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Aug-1949,1949,8,Million Pounds,54,Lamb and Mutton,Commercial,Red Meat
Jul-1949,1949,7,Million Pounds,45,Lamb and Mutton,Commercial,Red Meat
Jun-1949,1949,6,Million Pounds,42,Lamb and Mutton,Commercial,Red Meat
May-1949,1949,5,Million Pounds,38,Lamb and Mutton,Commercial,Red Meat
Apr-1949,1949,4,Million Pounds,34,Lamb and Mutton,Commercial,Red Meat
Mar-1949,1949,3,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Feb-1949,1949,2,Million Pounds,51,Lamb and Mutton,Commercial,Red Meat
Jan-1949,1949,1,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
